title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
ELB,ELB classic load balancers should have at least one inbound rule,Compliance,p1,"Description: Inbound rules control incoming traffic.
Steps: 1. Configure at least one inbound rule in the security group.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have at least one outbound rule,Compliance,p1,"Description: Outbound rules control outgoing traffic.
Steps: 1. Configure at least one outbound rule in the security group.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html",Cost: None/$0 ,
ELB,ELB listeners should use secure SSL cipher,Compliance,p1,"Description: Secure SSL ciphers prevent vulnerabilities.
Steps: 1. Configure the listener to use secure ciphers.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listener-update.html",Cost: None/$0 ,
ELB,ELB network load balancers should have TLS listener security policy configured,Compliance,p1,"Description: Ensures TLS policies are applied for secure communication.
Steps: 1. Configure the appropriate TLS security policy for the listener.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-listeners.html",Cost: None/$0 ,
ELB,ELB listeners SSL/TLS protocol version should be checked,Compliance,p1,"Description: Ensures the latest and most secure protocol versions are used.
Steps: 1. Regularly check and update the SSL/TLS protocol version on listeners.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html",Cost: None/$0 ,
EMR,EMR public access should be blocked at account level,Compliance,P1,Ensure EMR public access is blocked at the account level. Steps: 1. Open the Amazon EMR console. 2. Go to the Account Settings. 3. Disable public access in the EMR settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-access.html,Cost: None/$0 ,
EMR,EMR clusters encryption at rest should be enabled,Compliance,P1,Ensure EMR clusters encryption at rest is enabled. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable encryption at rest in the security settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption.html,Cost: None/$0 ,
EMR,EMR clusters client side encryption (CSE CMK) enabled with CMK,Compliance,P1,Ensure EMR clusters client-side encryption (CSE CMK) is enabled with CMK. Steps: 1. Open the Amazon EMR console. 2. Choose your cluster. 3. Enable CSE in the cluster configuration settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption-cse.html,Cost: None/$0 ,
EMR,EMR clusters server side encryption (SSE KMS) enabled with KMS,Compliance,P1,Ensure EMR clusters server-side encryption (SSE KMS) is enabled with KMS. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable SSE with KMS in the security settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption-sse-kms.html,Cost: None/$0 ,
EMR,EMR clusters encryption in transit should be enabled,Compliance,P1,Ensure EMR clusters encryption in transit is enabled. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable encryption in transit in the configuration settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption-in-transit.html,Cost: None/$0 ,
EMR,EMR cluster Kerberos should be enabled,Compliance,P1,Ensure EMR cluster Kerberos is enabled. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable Kerberos authentication in the cluster configuration. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-kerberos.html,Cost: None/$0 ,
EMR,EMR cluster local disks should be encrypted with CMK,Compliance,P1,Ensure EMR cluster local disks are encrypted with CMK. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable local disk encryption in the configuration settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption-local-disks.html,Cost: None/$0 ,
EMR,EMR clusters local disk encryption should be enabled,Compliance,P1,Ensure EMR clusters local disk encryption is enabled. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable local disk encryption in the security settings. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-security-encryption-local-disks.html,Cost: None/$0 ,
EMR,EMR cluster master nodes should not have public IP addresses,Compliance,P1,Ensure EMR cluster master nodes do not have public IP addresses. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Review and modify the master node settings to remove public IP addresses. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-security.html,Cost: None/$0 ,
EMR,EMR clusters should have security configuration enabled,Compliance,P1,Ensure EMR clusters have a security configuration enabled. Steps: 1. Open the Amazon EMR console. 2. Select your cluster. 3. Enable the necessary security configurations for the cluster. https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-plan-security.html,Cost: None/$0 ,
EventBridge,EventBridge custom event buses should have a resource-based policy attached,Compliance,P1,Ensure EventBridge custom event buses have a resource-based policy attached. Steps: 1. Open the EventBridge console. 2. Select your custom event bus. 3. Attach a resource-based policy. https://docs.aws.amazon.com/eventbridge/latest/userguide/eventbridge-adding-permissions.html,Cost: None/$0 ,
FSx,FSx for OpenZFS file systems should be configured to copy tags to backups and volumes,Compliance,P1,Ensure FSx for OpenZFS file systems are configured to copy tags to backups and volumes. Steps: 1. Open the FSx console. 2. Select your OpenZFS file system. 3. Enable tag copying in the configuration settings. https://docs.aws.amazon.com/fsx/latest/OpenZFSGuide/manage-backing-up-openzfs.html,Cost: None/$0 ,
FSx,FSx file system should be protected by backup plan,Compliance,P1,Ensure FSx file systems are protected by a backup plan. Steps: 1. Open the FSx console. 2. Select your file system. 3. Configure backup settings to protect the file system. https://docs.aws.amazon.com/fsx/latest/WindowsGuide/backup.html,Cost: None/$0 ,
Glacier,Glacier vault should restrict public access,Compliance,P1,Ensure Glacier vault restricts public access. Steps: 1. Open the Glacier console. 2. Select your vault. 3. Configure the vault settings to restrict public access. https://docs.aws.amazon.com/amazonglacier/latest/dev/vaults.html,Cost: None/$0 ,
Glue,Glue connection SSL should be enabled,Compliance,P1,Ensure Glue connection SSL is enabled. Steps: 1. Open the AWS Glue console. 2. Navigate to the Connections section. 3. Edit the connection settings to enable SSL. https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html,Cost: None/$0 ,
Glue,Glue data catalog metadata encryption should be enabled,Compliance,P1,Ensure Glue data catalog metadata encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Go to the Data Catalog settings. 3. Enable metadata encryption. https://docs.aws.amazon.com/glue/latest/dg/encryption.html,Cost: None/$0 ,
Glue,Glue data catalog connection password encryption should be enabled,Compliance,P1,Ensure Glue data catalog connection password encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Navigate to the Connections section. 3. Ensure password encryption is enabled for each connection. https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html,Cost: None/$0 ,
Glue,Glue dev endpoints CloudWatch logs encryption should be enabled,Compliance,P1,Ensure Glue dev endpoints CloudWatch logs encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Select the Dev Endpoints section. 3. Enable CloudWatch logs encryption. https://docs.aws.amazon.com/glue/latest/dg/dev-endpoints.html,Cost: None/$0 ,
Glue,Glue dev endpoints job bookmark encryption should be enabled,Compliance,P1,Ensure Glue dev endpoints job bookmark encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Select the Dev Endpoints section. 3. Enable job bookmark encryption. https://docs.aws.amazon.com/glue/latest/dg/dev-endpoints.html,Cost: None/$0 ,
Glue,Glue dev endpoints S3 encryption should be enabled,Compliance,P1,Ensure Glue dev endpoints S3 encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Select the Dev Endpoints section. 3. Enable S3 encryption for the endpoint. https://docs.aws.amazon.com/glue/latest/dg/dev-endpoints.html,Cost: None/$0 ,
Glue,Glue jobs bookmarks encryption should be enabled,Compliance,P1,Ensure Glue jobs bookmarks encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Navigate to the Jobs section. 3. Enable bookmarks encryption in job settings. https://docs.aws.amazon.com/glue/latest/dg/jobs.html,Cost: None/$0 ,
Glue,Glue jobs CloudWatch logs encryption should be enabled,Compliance,P1,Ensure Glue jobs CloudWatch logs encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Select the Jobs section. 3. Enable CloudWatch logs encryption for jobs. https://docs.aws.amazon.com/glue/latest/dg/jobs.html,Cost: None/$0 ,
Glue,Glue jobs S3 encryption should be enabled,Compliance,P1,Ensure Glue jobs S3 encryption is enabled. Steps: 1. Open the AWS Glue console. 2. Navigate to the Jobs section. 3. Enable S3 encryption for job data output. https://docs.aws.amazon.com/glue/latest/dg/jobs.html,Cost: None/$0 ,
GuardDuty,GuardDuty Detector should be centrally configured,Compliance,P1,GuardDuty Detector should be centrally configured. Steps: 1. Ensure that the GuardDuty detector is enabled in the master account. 2. Configure GuardDuty for all member accounts. https://docs.aws.amazon.com/guardduty/latest/userguide/guardduty-centrally-managing.html,Cost: None/$0 ,
GuardDuty,GuardDuty should be enabled,Compliance,P1,GuardDuty should be enabled. Steps: 1. Check the status of GuardDuty in your AWS account. 2. Enable GuardDuty if it is not currently enabled. https://docs.aws.amazon.com/guardduty/latest/userguide/guardduty_enable.html,Cost: None/$0 ,
GuardDuty,GuardDuty findings should be archived,Compliance,P1,GuardDuty findings should be archived. Steps: 1. Set up an Amazon S3 bucket for storing findings. 2. Implement a mechanism to archive findings from GuardDuty. https://docs.aws.amazon.com/guardduty/latest/userguide/guardduty-archive-findings.html,Cost: None/$0 ,
